0|iata_code|1|city_rus
SWQ|SWQ||
SWR|SWR||
SWS|SWS|Суони|Суони
SWT|SWT|Стрежевой|Стрежевой
SWU|SWU|Суон|Суон
SWV|SWV||
SWW|SWW||
SWX|SWX||
SWY|SWY|Ситиаван|Ситиаван
SWZ|SWZ|Сидней|Сидней
SXA|SXA|Сиалум|Сиалум
SXB|SXB|Страсбург|Страсбург
SXC|SXC||
SXD|SXD|София Антиполис|София Антиполис
SXE|SXE|Сейл|Сейл
SXF|SXF|Берлин|Берлин
SXG|SXG|Сенанга|Сенанга
SXH|SXH|Сехулеа|Сехулеа
SXI|SXI|Сирри-Айленд|Сирри-Айленд
SXJ|SXJ|Шаньшань|Шаньшань
SXK|SXK|Саумлаки|Саумлаки
SXL|SXL|Слайго|Слайго
SXM|SXM||
SXN|SXN||
SXO|SXO||
SXP|SXP||
SXQ|SXQ||
SXR|SXR|Сринагар|Сринагар
SXS|SXS|Сахабат-16|Сахабат-16
SXT|SXT|Таман Негара|Таман Негара
SXU|SXU|Содду|Содду
SXV|SXV||
SXW|SXW||
SXX|SXX||
SXY|SXY||
SXZ|SXZ|Сиирт|Сиирт
SYA|SYA||
SYB|SYB||
SYC|SYC||
SYD|SYD|Сидней|Сидней
SYE|SYE|Сада|Сада
SYF|SYF||
SYG|SYG||
SYH|SYH||
SYI|SYI||
SYJ|SYJ||
SYK|SYK|Стиккишолмур|Стиккишолмур
SYL|SYL|Сан-Мигель|Сан-Мигель
SYM|SYM|Симан|Симан
SYN|SYN||
SYO|SYO|Сонай|Сонай
SYP|SYP|Сантьяго|Сантьяго
SYR|SYR|Сиракус|Сиракус
SYS|SYS||
SYT|SYT||
SYU|SYU||
SYV|SYV||
SYW|SYW||
SYX|SYX|Санья|Санья
SYY|SYY||
SYZ|SYZ|Шираз|Шираз
SZA|SZA|Сойо|Сойо
SZB|SZB|Куала-Лумпур|Куала-Лумпур
SZC|SZC|Санта-Круз-Айленд|Санта-Круз-Айленд
SZD|SZD|Шеффилд|Шеффилд
SZE|SZE||
SZF|SZF|Самсун|Самсун
SZG|SZG|Зальцбург|Зальцбург
SZH|SZH|Сенипах|Сенипах
SZI|SZI|Зайсан|Зайсан
SZJ|SZJ||
SZK|SZK|Скукуза|Скукуза
SZL|SZL|Варренсбург|Варренсбург
SZM|SZM|Сезрим|Сезрим
SZN|SZN|Санта-Барбара-Ба|Санта-Барбара-Ба
SZO|SZO||
SZP|SZP||
SZQ|SZQ|Саенц-Пена|Саенц-Пена
SZR|SZR|Стара-Загора|Стара-Загора
SZS|SZS|Стюарт-Айленд|Стюарт-Айленд
SZT|SZT||
SZU|SZU|Сегу|Сегу
SZV|SZV|Сучжоу|Сучжоу
SZW|SZW|Шверин|Шверин
SZX|SZX|Шэньчжэнь|Шэньчжэнь
SZY|SZY||
SZZ|SZZ|Щецин|Щецин
TAA|TAA|Тарапайна|Тарапайна
TAB|TAB||
TAC|TAC||
TAD|TAD|Тринидад|Тринидад
TAE|TAE|Даегу|Даегу
TAF|TAF|Оран|Оран
TAG|TAG|Тагбиларан|Тагбиларан
TAH|TAH||
TAI|TAI||
TAJ|TAJ|Айтейп|Айтейп
TAK|TAK|Такаматсу|Такаматсу
TAL|TAL|Танана|Танана
TAM|TAM|Тампико|Тампико
TAN|TAN|Тангалума|Тангалума
TAO|TAO|Куаньдян|Куаньдян
TAP|TAP|Тапашула|Тапашула
TAQ|TAQ|Таркула|Таркула
TAR|TAR|Таранто|Таранто
TAS|TAS|Ташкент|Ташкент
TAT|TAT|Попрад|Попрад
TAU|TAU|Таурамена|Таурамена
TAV|TAV||
TAW|TAW|Такуарембо|Такуарембо
TAX|TAX|Талиабу|Талиабу
TAY|TAY|Тарту|Тарту
TAZ|TAZ||
TBA|TBA|Табибуга|Табибуга
TBB|TBB|Туй-Хоа|Туй-Хоа
TBC|TBC||
TBD|TBD|Тимбуки|Тимбуки
TBE|TBE|Тимбунке|Тимбунке
TBF|TBF|Табитуа-Норт|Табитуа-Норт
TBG|TBG|Табубил|Табубил
TBH|TBH|Таблас|Таблас
TBI|TBI|Зе-Байт|Зе-Байт
TBJ|TBJ|Табарка|Табарка
TBK|TBK|Тимбер-Крик|Тимбер-Крик
TBL|TBL|Тейблленд|Тейблленд
TBM|TBM|Тумбанг-Самба|Тумбанг-Самба
TBN|TBN||
TBO|TBO|Табора|Табора
TBP|TBP|Тумбес|Тумбес
TBQ|TBQ|Тарабо|Тарабо
TBR|TBR||
TBS|TBS|Тбилиси|Тбилиси
TBT|TBT||
TBV|TBV||
TBW|TBW|Тамбов|Тамбов
TBX|TBX||
TBY|TBY||
TBZ|TBZ|Табриз|Табриз
TCA|TCA|Теннант Крик|Теннант Крик
TCB|TCB||
TCC|TCC|Тукумкари|Тукумкари
TCD|TCD|Тарапака|Тарапака
TCE|TCE|Тулча|Тулча
TCF|TCF|Токоа|Токоа
TCG|TCG||
TCH|TCH|Чибанга|Чибанга
TCJ|TCJ||
TCK|TCK||
TCL|TCL||
TCM|TCM||
TCN|TCN|Теуакан|Теуакан
TCO|TCO|Тумако|Тумако
TCP|TCP|Таба|Таба
TCQ|TCQ||
TCR|TCR||
TCS|TCS||
TCT|TCT||
TCU|TCU||
TCV|TCV|Тете|Тете
TCW|TCW||
TCX|TCX||
TCY|TCY||
TDA|TDA|Тринидад|Тринидад
TDB|TDB||
TDD|TDD|Тринидад|Тринидад
TDG|TDG|Тандаг|Тандаг
TDJ|TDJ|Таджура|Таджура
TDK|TDK|Талды-Курган|Талды-Курган
TDL|TDL|Тандиль|Тандиль
TDN|TDN||
TDO|TDO|Толедо|Толедо
TDR|TDR|Теодоре|Теодоре
TDS|TDS||
TDT|TDT|Танда Тула|Танда Тула
TDV|TDV|Танандава|Танандава
TDW|TDW|Амарильо|Амарильо
TDX|TDX|Трат|Трат
TDZ|TDZ|Толедо|Толедо
TEA|TEA|Тела|Тела
TEB|TEB||
TEC|TEC||
TED|TED|Тистед|Тистед
TEE|TEE|Тбесса|Тбесса
TEF|TEF||
TEG|TEG|Тенкодого|Тенкодого
TEH|TEH||
TEI|TEI|Тезу|Тезу
TEK|TEK||
TEL|TEL|Телупид|Телупид
TEM|TEM||
TEN|TEN||
TEO|TEO|Терапо|Терапо
TEP|TEP|Тептеп|Тептеп
TEQ|TEQ|Текиргад|Текиргад
TER|TER||
TES|TES|Тессеней|Тессеней
TET|TET|Тете|Тете
TEU|TEU|Те Анау|Те Анау
TEW|TEW||
TEX|TEX||
TEY|TEY|Тингейри|Тингейри
TEZ|TEZ|Тезпур|Тезпур
TFB|TFB||
TFC|TFC|Таормина|Таормина
TFF|TFF|Тефе|Тефе
TFI|TFI|Туфи|Туфи
TFL|TFL||
TFM|TFM|Телефомин|Телефомин
TFN|TFN|Тенерифе|Тенерифе
TFR|TFR|Рамадан|Рамадан
TFS|TFS|Тенерифе|Тенерифе
TFT|TFT|Тафтан|Тафтан
TFY|TFY|Тарфая|Тарфая
TGB|TGB||
TGD|TGD||
TGE|TGE||
TGF|TGF|Тинье|Тинье
TGG|TGG|Куала-Теренгану|Куала-Теренгану
TGH|TGH|Тонгоа|Тонгоа
TGI|TGI|Тинго-Мария|Тинго-Мария
TGJ|TGJ|Тига|Тига
TGL|TGL|Тагула|Тагула
TGM|TGM|Тиргу Мурес|Тиргу Мурес
TGN|TGN||
TGO|TGO|Тонглян|Тонглян
TGQ|TGQ|Тангара де Серра|Тангара де Серра
TGR|TGR||
TGS|TGS||
TGT|TGT|Танга|Танга
TGU|TGU|Тегусигальпа|Тегусигальпа
TGV|TGV|Тарговиште|Тарговиште
TGX|TGX||
TGZ|TGZ|Тухтла-Гутьеррес|Тухтла-Гутьеррес
THA|THA||
THB|THB||
THC|THC|Тчиен|Тчиен
THE|THE|Терезина|Терезина
THF|THF|Берлин|Берлин
THG|THG||
THH|THH|Тахароа|Тахароа
THI|THI|Тишитт|Тишитт
THK|THK|Тхакхек|Тхакхек
THL|THL|Тачилек|Тачилек
THM|THM||
THN|THN|Тролльхеттан|Тролльхеттан
THO|THO|Торсхофн|Торсхофн
THP|THP|Термополис|Термополис
THR|THR|Техран|Техран
THS|THS||
THT|THT|Тамшакет|Тамшакет
THU|THU||
THV|THV||
THY|THY||
THZ|THZ|Тахуа|Тахуа
TIA|TIA||
TIB|TIB|Тибу|Тибу
TIC|TIC||
TID|TID|Тиарет|Тиарет
TIE|TIE|Типпи|Типпи
TIF|TIF|Таиф|Таиф
TIG|TIG|Тингвон|Тингвон
TIH|TIH|Тикехау-Атолл|Тикехау-Атолл
TII|TII|Таринкот|Таринкот
TIJ|TIJ|Тихуана|Тихуана
TIK|TIK|Оклахома Сити|Оклахома Сити
TIL|TIL||
TIM|TIM||
TIN|TIN|Тиндуф|Тиндуф
TIO|TIO|Тилин|Тилин
TIP|TIP|Триполи|Триполи
TIQ|TIQ||
TIR|TIR|Тирупати|Тирупати
TIS|TIS||
TIU|TIU|Тимару|Тимару
TIV|TIV|Тиват|Тиват
TIW|TIW|Такома|Такома
TIX|TIX||
TIY|TIY|Тиджикья|Тиджикья
TIZ|TIZ|Тари|Тари
TJA|TJA||
TJB|TJB||
TJC|TJC||
TJG|TJG||
TJH|TJH||
TJI|TJI|Трухилло|Трухилло
TJK|TJK|Токат|Токат
TJM|TJM|Тюмень|Тюмень
TJN|TJN||
TJQ|TJQ||
TJS|TJS||
TJV|TJV|Тханджавур|Тханджавур
TKA|TKA||
TKB|TKB|Текаду|Текаду
TKC|TKC|Тико|Тико
TKD|TKD|Такоради|Такоради
TKE|TKE||
TKF|TKF||
TKG|TKG|Бандар-Лампунг|Бандар-Лампунг
TKH|TKH|Такхли|Такхли
TKI|TKI||
TKJ|TKJ||
TKK|TKK||
TKL|TKL||
TKM|TKM|Тикал|Тикал
TKN|TKN||
TKO|TKO|Тлокоэнг|Тлокоэнг
TKP|TKP|Такапото|Такапото
TKQ|TKQ|Кигома|Кигома
TKR|TKR|Такургаон|Такургаон
TKS|TKS|Токушима|Токушима
TKT|TKT|Так|Так
TKU|TKU|Турку|Турку
TKV|TKV|Татакото|Татакото
TKW|TKW|Текин|Текин
TKX|TKX|Такароа|Такароа
TKY|TKY||
TKZ|TKZ||
TLA|TLA||
TLB|TLB|Тарбела|Тарбела
TLC|TLC||
TLD|TLD||
TLE|TLE|Тулеар|Тулеар
TLF|TLF||
TLG|TLG||
TLH|TLH|Таллахасси|Таллахасси
TLI|TLI|Толитоли|Толитоли
TLJ|TLJ|Таталина|Таталина
TLK|TLK|Талкнафьордур|Талкнафьордур
TLL|TLL|Таллинн|Таллинн
TLM|TLM||
TLN|TLN|Хиерес|Хиерес
TLO|TLO|Тол|Тол
TLP|TLP|Тумболбил|Тумболбил
TLR|TLR||
TLS|TLS|Тулуз|Тулуз
TLT|TLT||
TLU|TLU|Толу|Толу
TLV|TLV||
TLW|TLW|Таласеа|Таласеа
TLX|TLX|Талька|Талька
TLZ|TLZ||
TMA|TMA||
TMB|TMB|Майами|Майами
TMC|TMC|Тамболака|Тамболака
TMD|TMD|Тимбедра|Тимбедра
TME|TME|Таме|Таме
TMG|TMG|Томангонг|Томангонг
TMH|TMH|Танахмерах|Танахмерах
TMI|TMI||
TMJ|TMJ|Термез|Термез
TMK|TMK|Тамки|Тамки
TML|TML|Тамале|Тамале
TMM|TMM|Таматаве|Таматаве
TMN|TMN||
TMO|TMO|Тумеремо|Тумеремо
TMP|TMP|Тампере|Тампере
TMQ|TMQ|Тамбао|Тамбао
TMR|TMR|Таманрассет|Таманрассет
TMS|TMS||
TMT|TMT||
TMU|TMU|Тамбор|Тамбор
TMW|TMW|Тамворт|Тамворт
TMX|TMX|Тимимун|Тимимун
TMY|TMY||
TMZ|TMZ||
TNA|TNA|Цзинань|Цзинань
TNB|TNB|Танах-Гродот|Танах-Гродот
TNC|TNC||
TND|TND|Тринидад|Тринидад
TNE|TNE|Танегасима|Танегасима
TNF|TNF||
TNG|TNG|Танжер|Танжер
TNH|TNH|Тонхва|Тонхва
TNI|TNI|Сатна|Сатна
TNJ|TNJ||
TNK|TNK||
TNL|TNL|Тернополь|Тернополь
TNM|TNM||
TNN|TNN|Тайнань|Тайнань
TNO|TNO|Тамариндо|Тамариндо
TNP|TNP||
TNQ|TNQ||
TNR|TNR||
TNS|TNS||
TNT|TNT|Майами|Майами
TNU|TNU|Ньютон|Ньютон
TNV|TNV||
TNX|TNX||
TNZ|TNZ||
TOA|TOA|Торранс|Торранс
TOB|TOB|Тобрук|Тобрук
TOC|TOC||
TOD|TOD|Тиоман|Тиоман
TOE|TOE|Тозер|Тозер
TOF|TOF|Томск|Томск
TOG|TOG||
TOH|TOH|Торрес|Торрес
TOI|TOI||
TOJ|TOJ|Мадрид|Мадрид
TOK|TOK|Торокина|Торокина
TOL|TOL||
TOM|TOM|Томбукту|Томбукту
TON|TON|Тону|Тону
TOO|TOO||
TOP|TOP||
TOQ|TOQ|Токопийа|Токопийа
TOR|TOR||
TOS|TOS|Тромсо|Тромсо
TOT|TOT|Тотнесс|Тотнесс
TOU|TOU|Туо|Туо
TOV|TOV||
TOW|TOW|Толедо|Толедо
TOX|TOX|Тобольск|Тобольск
TOY|TOY|Тояма|Тояма
TOZ|TOZ||
TPA|TPA|Тампа|Тампа
TPC|TPC|Тарапоа|Тарапоа
TPE|TPE||
TPG|TPG|Тайпинг|Тайпинг
TPH|TPH|Тонопа|Тонопа
TPI|TPI|Тапини|Тапини
TPJ|TPJ|Тапледжунг|Тапледжунг
TPK|TPK|Тапактуан|Тапактуан
TPL|TPL||
TPN|TPN|Типутини|Типутини
TPO|TPO||
TPP|TPP|Тарапото|Тарапото
TPQ|TPQ|Тепик|Тепик
TPR|TPR||
TPS|TPS|Тапини|Тапини
TPT|TPT|Тапета|Тапета
TPU|TPU|Тикапур|Тикапур
TPX|TPX||
TQN|TQN|Талукан|Талукан
TQR|TQR||
TQS|TQS|Трес-Эскинас|Трес-Эскинас
TRA|TRA|Тарамажима|Тарамажима
TRB|TRB|Турбо|Турбо
TRC|TRC|Торреон|Торреон
TRD|TRD|Трондхайм|Трондхайм
TRE|TRE||
TRF|TRF||
TRG|TRG|Тауранга|Тауранга
TRH|TRH||
TRI|TRI||
TRJ|TRJ|Таракбиц|Таракбиц
TRK|TRK||
TRL|TRL||
TRM|TRM||
TRN|TRN|Турин|Турин
TRO|TRO|Тари|Тари
TRP|TRP||
TRQ|TRQ||
TRR|TRR|Тринкомали|Тринкомали
TRS|TRS|Триест|Триест
TRT|TRT||
TRU|TRU|Трухилло|Трухилло
TRV|TRV|Тривандрум|Тривандрум
TRW|TRW|Тарава|Тарава
TRX|TRX||
TRY|TRY|Тороро|Тороро
TRZ|TRZ|Тиручирапалли|Тиручирапалли
TSA|TSA||
TSB|TSB|Тсумеб|Тсумеб
TSC|TSC|Таиша|Таиша
TSD|TSD|Тшиписе|Тшиписе
TSE|TSE|Астана|Астана
TSF|TSF|Тревисо|Тревисо
TSG|TSG|Танакросс|Танакросс
TSH|TSH|Тшикапа|Тшикапа
TSI|TSI|Цили-Цили|Цили-Цили
TSJ|TSJ|Цусима|Цусима
TSK|TSK|Таскул|Таскул
TSL|TSL|Тамуин|Тамуин
TSM|TSM|Таос|Таос
TSN|TSN|Тяньцзинь|Тяньцзинь
TSO|TSO||
TSP|TSP||
TSQ|TSQ|Торрес|Торрес
TSR|TSR|Тимисоара|Тимисоара
TSS|TSS|Нью-Йорк|Нью-Йорк
TST|TST|Транг|Транг
TSU|TSU|Табитуа-Сауз|Табитуа-Сауз
TSV|TSV|Таунсвилл|Таунсвилл
TSW|TSW|Цеви|Цеви
TSX|TSX||
TSY|TSY|Тасикмалая|Тасикмалая
TSZ|TSZ||
TTA|TTA|Тан Тан|Тан Тан
TTB|TTB||
TTC|TTC|Талтал|Талтал
TTD|TTD||
TTE|TTE|Тернате|Тернате
TTG|TTG|Тартагал|Тартагал
TTH|TTH|Тумрайт|Тумрайт
TTI|TTI||
TTJ|TTJ|Тоттори|Тоттори
TTL|TTL|Тертл-Айленд|Тертл-Айленд
TTM|TTM||
TTN|TTN||
TTO|TTO||
TTQ|TTQ|Тортукеро|Тортукеро
TTR|TTR|Тана Торайа|Тана Торайа
TTS|TTS|Тсаратанана|Тсаратанана
TTT|TTT|Тайтунг|Тайтунг
TTU|TTU||
TUA|TUA||
TUB|TUB||
TUC|TUC|Тукуман|Тукуман
TUD|TUD|Тамбакунда|Тамбакунда
TUE|TUE|Тупиле|Тупиле
TUF|TUF|Турс|Турс
TUG|TUG|Тугуэгарао|Тугуэгарао
TUH|TUH||
TUI|TUI|Тураиф|Тураиф
TUJ|TUJ|Тум|Тум
TUK|TUK|Турбат|Турбат
TUL|TUL|Тулса|Тулса
TUM|TUM||
TUN|TUN|Тунис|Тунис
TUO|TUO|Таупо|Таупо
TUP|TUP|Тупело|Тупело
TUQ|TUQ|Туган|Туган
TUR|TUR||
TUS|TUS||
TUT|TUT|Таута|Таута
TUU|TUU|Табук|Табук
TUV|TUV|Тукупита|Тукупита
TUW|TUW|Тубала|Тубала
TUX|TUX||
TUY|TUY|Тулум|Тулум
TUZ|TUZ|Тукума|Тукума
TVA|TVA|Морафенобе|Морафенобе
TVC|TVC|город Траверсе|город Траверсе
TVF|TVF||
TVI|TVI||
TVL|TVL|Южное Озеро Тахо|Южное Озеро Тахо
TVU|TVU|Тавеуни|Тавеуни
TVY|TVY||
TWA|TWA||
TWB|TWB||
TWD|TWD||
TWE|TWE|Тейлор|Тейлор
TWF|TWF||
TWH|TWH||
TWN|TWN||
TWP|TWP||
TWT|TWT||
TWU|TWU||
TWY|TWY||
TWZ|TWZ|Маунт Кук|Маунт Кук
TXF|TXF||
TXG|TXG|Тайчунг|Тайчунг
TXK|TXK||
TXL|TXL|Берлин|Берлин
TXM|TXM|Теминабуан|Теминабуан
TXN|TXN|Тунси|Тунси
TXR|TXR|Танбар|Танбар
TXU|TXU||
TYA|TYA|Тула|Тула
TYB|TYB||
TYD|TYD|Тында|Тында
TYE|TYE||
TYF|TYF||
TYG|TYG||
TYL|TYL||
TYM|TYM|Станиэл-Кэй|Станиэл-Кэй
TYN|TYN|Тайвань|Тайвань
TYP|TYP||
TYR|TYR||
TYS|TYS|Ноксвилл|Ноксвилл
TYT|TYT||
TYZ|TYZ|Тейлор|Тейлор
TZA|TZA||
TZL|TZL|Тузла|Тузла
TZM|TZM|Тисимин|Тисимин
TZN|TZN||
TZX|TZX|Трабзон|Трабзон
UAB|UAB|Адана|Адана
UAC|UAC|Сан-Луис-Рио-Колорадо|Сан-Луис-Рио-Колорадо
UAE|UAE|Маунт-Эу|Маунт-Эу
UAH|UAH||
UAI|UAI|Суаи|Суаи
UAK|UAK||
UAL|UAL|Луау|Луау
UAM|UAM||
UAP|UAP||
UAQ|UAQ|Сан Хуан|Сан Хуан
UAS|UAS|Самбуру|Самбуру
UAX|UAX|Уахактун|Уахактун
UBA|UBA|Юбераба|Юбераба
UBB|UBB||
UBI|UBI|Буин|Буин
UBJ|UBJ|Убе|Убе
UBP|UBP|Убон-Ратчатхани|Убон-Ратчатхани
UBR|UBR||
UBS|UBS||
UBT|UBT|Убатуба|Убатуба
UBU|UBU||
UCA|UCA||
UCC|UCC||
UCE|UCE||
UCK|UCK|Луцк|Луцк
UCN|UCN|Бучанан|Бучанан
UCT|UCT|Ухта|Ухта
UCY|UCY||
UDA|UDA|Ундарра|Ундарра
UDD|UDD|Палм Спрингс|Палм Спрингс
UDE|UDE||
UDI|UDI||
UDJ|UDJ|Ужгород|Ужгород
UDN|UDN||
UDO|UDO|Удомхей|Удомхей
UDR|UDR|Удайпур|Удайпур
UEE|UEE|Куинстаун|Куинстаун
UEL|UEL|Келимане|Келимане
UEO|UEO||
UER|UER||
UES|UES|Ваукеша|Ваукеша
UET|UET|Кветта|Кветта
UFA|UFA|Уфа|Уфа
UGA|UGA||
UGB|UGB||
UGC|UGC|Ургенч|Ургенч
UGI|UGI||
UGN|UGN||
UGO|UGO|Уиже|Уиже
UGS|UGS||
UGT|UGT||
UGU|UGU||
UHE|UHE|Угерске-Градиште|Угерске-Градиште
UHF|UHF||
UIB|UIB|Кибдо|Кибдо
UIH|UIH||
UII|UII||
UIK|UIK|Усть-Илимск|Усть-Илимск
UIL|UIL||
UIN|UIN|Куинси|Куинси
UIO|UIO|Куито|Куито
UIP|UIP|Куимпер|Куимпер
UIQ|UIQ|Кин-Хилл|Кин-Хилл
UIR|UIR||
UIT|UIT||
UIZ|UIZ||
UJE|UJE|Удже-Айленд|Удже-Айленд
UKA|UKA||
UKB|UKB|Кобе|Кобе
UKI|UKI||
UKK|UKK|Усть-Каменогорск|Усть-Каменогорск
UKN|UKN||
UKR|UKR|Мукейрас|Мукейрас
UKS|UKS|Севастополь|Севастополь
UKT|UKT||
UKU|UKU|Нуку|Нуку
UKX|UKX|Усть-Кут|Усть-Кут
UKY|UKY|Киото|Киото
ULA|ULA|Сан-Хулиан|Сан-Хулиан
ULB|ULB|Улей|Улей
ULC|ULC|Сантьяго|Сантьяго
ULD|ULD|Улунди|Улунди
ULE|ULE|Зуле|Зуле
ULG|ULG||
ULI|ULI||
ULL|ULL|Мулл|Мулл
ULM|ULM||
ULN|ULN||
ULO|ULO||
ULP|ULP||
ULQ|ULQ|Тулуа|Тулуа
ULS|ULS|Мулатос|Мулатос
ULU|ULU|Гулу|Гулу
ULX|ULX||
ULY|ULY|Ульяновск|Ульяновск
ULZ|ULZ||
UMA|UMA||
UMB|UMB||
UMC|UMC|Умба|Умба
UMD|UMD|Уумманнак|Уумманнак
UME|UME|Умео|Умео
UMI|UMI||
UMM|UMM||
UMR|UMR||
UMT|UMT||
UMU|UMU||
UMY|UMY|Сумы|Сумы
UNA|UNA||
UNC|UNC|Унгиа|Унгиа
UND|UND|Кундуз|Кундуз
UNE|UNE||
UNG|UNG|Киунга|Киунга
UNI|UNI|Юнион-Айленд|Юнион-Айленд
UNK|UNK||
UNN|UNN|Ранонг|Ранонг
UNR|UNR||
UNS|UNS||
UNT|UNT||
UNU|UNU||
UOL|UOL||
UON|UON|Муонг-Сей|Муонг-Сей
UOS|UOS||
UOX|UOX||
UPA|UPA|Пунта-Алегре|Пунта-Алегре
UPB|UPB|Гавана|Гавана
UPC|UPC|Пуэрто Ла Крус|Пуэрто Ла Крус
UPF|UPF||
UPG|UPG||
UPL|UPL|Упала|Упала
UPN|UPN|Уруапан|Уруапан
UPP|UPP||
UPR|UPR|Упиара|Упиара
UPV|UPV||
UQE|UQE||
URA|URA|Уральск|Уральск
URB|URB||
URC|URC|Урумги|Урумги
URD|URD||
URE|URE|Курессааре|Курессааре
URG|URG||
URI|URI|Урибе|Урибе
URJ|URJ|Урай|Урай
URM|URM|Уриман|Уриман
URN|URN|Ургун|Ургун
URO|URO|Руан|Руан
URR|URR|Уррао|Уррао
URS|URS|Курск|Курск
URT|URT|Сурат-Тхани|Сурат-Тхани
URU|URU||
URY|URY|Гураят|Гураят
URZ|URZ|Урузган|Урузган
USH|USH|Ушуайа|Ушуайа
USI|USI|Мабарума|Мабарума
USK|USK|Усинск|Усинск
USL|USL||
USM|USM|Кох-Самуи|Кох-Самуи
USN|USN|Ульсан|Ульсан
USO|USO|Усино|Усино
USQ|USQ|Асак|Асак
USS|USS|Санкти-Спиритус|Санкти-Спиритус
UST|UST|Сент Огустин|Сент Огустин
USU|USU|Корон|Корон
UTA|UTA|Мутаре|Мутаре
UTB|UTB||
UTC|UTC|Утрехт|Утрехт
UTD|UTD||
UTE|UTE|Баттерворт|Баттерворт
UTG|UTG||
UTH|UTH|Удон Тхани|Удон Тхани
UTI|UTI||
UTK|UTK||
UTL|UTL|Торремолинос|Торремолинос
UTN|UTN|Упингтон|Упингтон
UTO|UTO||
UTP|UTP||
UTR|UTR|Уттарадит|Уттарадит
UTT|UTT|Умтата|Умтата
UTU|UTU||
UTW|UTW|Куинстаун|Куинстаун
UUA|UUA|Бугульма|Бугульма
UUD|UUD|Улан-Удэ|Улан-Удэ
UUK|UUK||
UUN|UUN||
UUS|UUS|Южно-Сахалинск|Южно-Сахалинск
UUU|UUU|Мануму|Мануму
UVA|UVA||
UVE|UVE||
UVF|UVF||
UVL|UVL||
UVO|UVO|Увол|Увол
UWA|UWA||
UYL|UYL|Ньяла|Ньяла
UYN|UYN|Фулин|Фулин
UZC|UZC||
UZH|UZH|Унайза|Унайза
UZU|UZU|Курусу-Куатья|Курусу-Куатья
VAA|VAA|Васа|Васа
VAB|VAB|Яварате|Яварате
VAC|VAC|Варрельбух|Варрельбух
VAD|VAD||
VAF|VAF|Валенс|Валенс
VAG|VAG||
VAH|VAH||
VAI|VAI|Ванимо|Ванимо
VAK|VAK||
VAL|VAL||
VAN|VAN|Ван|Ван
VAO|VAO|Суаванао|Суаванао
VAP|VAP|Вальпараисо|Вальпараисо
VAR|VAR|Варна|Варна
VAS|VAS|Сивас|Сивас
VAT|VAT|Ватомандри|Ватомандри
VAU|VAU|Ватукула|Ватукула
VAW|VAW||
VBG|VBG||
VBS|VBS|Бресия|Бресия
VBV|VBV|Вануабалаву|Вануабалаву
VBY|VBY|Висби|Висби
VCA|VCA|Кан-Тхо|Кан-Тхо
VCB|VCB||
VCC|VCC||
VCD|VCD||
VCE|VCE|Венеция|Венеция
VCF|VCF|Вальчета|Вальчета
VCH|VCH|Вичадеро|Вичадеро
VCL|VCL|Тамки|Тамки
VCP|VCP||
VCR|VCR|Карора|Карора
VCS|VCS||
VCT|VCT|Лимбе|Лимбе
VCV|VCV||
VDA|VDA|Эйлат|Эйлат
VDB|VDB|Фагернес|Фагернес
VDC|VDC||
VDD|VDD|Вена|Вена
VDE|VDE|Валверде|Валверде
VDI|VDI||
VDM|VDM||
VDP|VDP||
VDR|VDR|Вилья-Долорес|Вилья-Долорес
VDS|VDS|Вадсо|Вадсо
VDZ|VDZ||
VEE|VEE||
VEG|VEG|Маиквак|Маиквак
VEJ|VEJ|Вежле|Вежле
VEL|VEL||
VER|VER|Веракруз|Веракруз
VEV|VEV|Баракома|Баракома
VEX|VEX||
VEY|VEY|Вестменнейяр|Вестменнейяр
VFA|VFA|Водопады Виктории|Водопады Виктории
VGA|VGA|Виджаявада|Виджаявада
VGD|VGD|Вологда|Вологда
VGG|VGG|Вангренг|Вангренг
VGO|VGO|Виго|Виго
VGS|VGS||
VGT|VGT|Лас Вегас|Лас Вегас
VGZ|VGZ|Виллагарсон|Виллагарсон
VHC|VHC|Сауримо|Сауримо
VHM|VHM|Вилхелмина|Вилхелмина
VHN|VHN||
VHY|VHY|Вичи|Вичи
VHZ|VHZ|Вахитахи|Вахитахи
VIA|VIA||
VIB|VIB|Вилья-Конститусьон|Вилья-Конститусьон
VIC|VIC|Виченца|Виченца
VID|VID|Видин|Видин
VIE|VIE|Вена|Вена
VIF|VIF|Виесте|Виесте
VIG|VIG|Эль-Вигиа|Эль-Вигиа
VIH|VIH|Вичи|Вичи
VII|VII||
VIJ|VIJ||
VIK|VIK||
VIL|VIL||
VIN|VIN|Винница|Винница
VIQ|VIQ|Викеке|Викеке
VIR|VIR|Дурбан|Дурбан
VIS|VIS||
VIT|VIT||
VIU|VIU|Виру|Виру
VIV|VIV|Вивигани|Вивигани
VIX|VIX|Витория|Витория
VIY|VIY|Париж|Париж
VJB|VJB||
VJI|VJI|Абингдон|Абингдон
VJQ|VJQ||
VKG|VKG|Рач-Дже|Рач-Дже
VKO|VKO|Москва|Москва
VKS|VKS|Виксбург|Виксбург
VKT|VKT|Воркута|Воркута
VKW|VKW||
VLA|VLA||
VLC|VLC|Валенсия|Валенсия
VLD|VLD||
VLE|VLE||
VLG|VLG|Вилья-Хесель|Вилья-Хесель
VLI|VLI|Порт Вила|Порт Вила
VLK|VLK|Волгодонск|Волгодонск
